Title,Author,Rating,ISBN,Genre,Publisher,PublishDate
The Shelters of Stone,Jean M. Auel,3.82,9780553382617,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Prehistoric', 'Adventure', 'Adult', 'Adult Fiction', 'Audiobook']",Bantam,April 27th 2004
Prince of Wolves,Quinn Loftis (Goodreads Author),4.04,9999999999999,"['Paranormal', 'Young Adult', 'Werewolves', 'Fantasy', 'Romance', 'Paranormal Romance', 'Shapeshifters', 'Supernatural', 'Wolves', 'Urban Fantasy']",,June 29th 2011
Strange Angels,"Lili St. Crow, Lilith Saintcrow (Goodreads Author)",3.79,9781595142511,"['Young Adult', 'Paranormal', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Werewolves', 'Supernatural', 'Romance', 'Zombies', 'Angels']",Razorbill,May 14th 2009
The Crimson Petal and the White,Michel Faber,3.88,9781841954318,"['Historical Fiction', 'Fiction', 'Historical', 'Victorian', 'Romance', 'British Literature', 'Adult', 'Literary Fiction', '19th Century', 'Novels']",Canongate Books,September 11th 2003
Dreams of Gods and Monsters,Laini Taylor (Goodreads Author),4.15,9780316134071,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Audiobook']","Little, Brown & Company",April 8th 2014
Wolves of the Calla,"Stephen King (Goodreads Author), Bernie Wrightson (Illustrator)",4.17,9781416516934,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Post Apocalyptic', 'Epic']",Pocket Books,February 1st 2006
Hairspray and Lighter,J. Jupes (Goodreads Author),4.52,B07KJYKZ5K,"['Contemporary', 'Novels', 'Book Club', 'Fiction', 'Drama', 'Epic']",Hekate Publishing,01/11/18
Trickster's Queen,Tamora Pierce (Goodreads Author),4.25,9999999999999,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Romance', 'Adventure', 'High Fantasy', 'Teen', 'Science Fiction Fantasy']",Ember,October 31st 2017
The Player of Games,Iain M. Banks,4.27,9780061053566,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Cultural', 'Space', 'Audiobook', 'Novels', 'Speculative Fiction']",HarperPrism,February 1st 1997
Written in My Own Heart's Blood,Diana Gabaldon (Goodreads Author),4.53,9780385344432,"['Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Science Fiction']",Delacorte Press,June 10th 2014
Be More Pirate: Or How to Take On the World and Win,Sam Conniff (Goodreads Author),3.7,9780241307878,"['Nonfiction', 'Business', 'Self Help', 'Philosophy', 'Leadership', 'Finance', 'Personal Development', 'Psychology']",Portfolio Penguin,May 3rd 2018
The Fires of Heaven,Robert Jordan,4.15,9781857232097,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic', 'Audiobook', 'Adventure', 'Magic', 'Adult']",Orbit,July 4th 1994
Lucifer's Hammer,"Larry Niven, Jerry Pournelle",3.99,9780449208137,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Science Fiction Fantasy', 'Dystopia', 'Survival', 'Audiobook', 'Speculative Fiction', 'Classics']",Fawcett Crest,July 12th 1977
Legend,David Gemmell,4.27,9999999999999,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Sword and Sorcery', 'War', 'Science Fiction Fantasy', 'Epic']",Ballantine Books,16/06/05
Nation,Terry Pratchett,4.07,9780061433016,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Humor', 'Alternate History', 'Teen', 'Audiobook', 'Survival']",HarperCollins,September 30th 2008
The Forsyte Saga,John Galsworthy,4.17,9780192838629,"['Classics', 'Fiction', 'Historical Fiction', 'British Literature', 'Literature', 'Romance', 'Historical', 'Classic Literature', '20th Century', 'Novels']",Oxford University Press,May 13th 1999
Perelandra,C.S. Lewis,3.99,9780007157167,"['Science Fiction', 'Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy', 'Religion', 'Christianity', 'Adventure']",HarperCollins,December 5th 2005
The Indian in the Cupboard,Lynne Reid Banks,3.92,9780007148981,"['Fantasy', 'Childrens', 'Fiction', 'Young Adult', 'Classics', 'Middle Grade', 'Juvenile', 'Adventure', 'Chapter Books', 'School']",Collins,25/06/05
The Woman in the Dunes,"KÅbÅ Abe, E. Dale Saunders (Translator)",3.91,9780679733782,"['Fiction', 'Japan', 'Japanese Literature', 'Classics', 'Literature', 'Novels', 'Asia', 'Magical Realism', 'Literary Fiction', 'Asian Literature']",Vintage,13/06/05
The Civil War: A Narrative,ShelFoote,4.53,9780307290465,"['History', 'Civil War', 'Nonfiction', 'American History', 'War', 'Military History', 'American Civil War', 'Military Fiction', 'Politics', 'Historical']",Random House,01/05/06
Night Pleasures,Sherrilyn Kenyon (Goodreads Author),4.21,9780312593551,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult', 'Mythology', 'Supernatural', 'Fiction']",St. Martin's Press,September 15th 2009
Cane River,Lalita Tademy (Goodreads Author),4.06,9780446678452,"['Historical Fiction', 'Fiction', 'Historical', 'African American', 'Southern', 'Adult', 'Book Club', 'Family', 'Novels', 'Adult Fiction']",Grand Central Publishing,April 1st 2002
The Birth of Venus,Sarah Dunant,3.81,9780812968972,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Book Club', '15th Century']",Random House,November 30th 2004
From Hell,"Alan Moore (Goodreads Author), Eddie Campbell (illustrator), Pete Mullins (illustrator)",4.17,9780861661411,"['Graphic Novels', 'Comics', 'Horror', 'Fiction', 'Historical Fiction', 'Graphic Novels Comics', 'Crime', 'Comic Book', 'Mystery', 'Historical']",Knockabout Comics,29/06/05
"The History of Tom Jones, a Foundling","Henry Fielding, Thomas Keymer (Editor), Alice Wakely (Editor)",3.74,9780140436228,"['Classics', 'Fiction', 'Literature', '18th Century', 'British Literature', 'Humor', 'Novels', 'Historical Fiction', 'Romance', 'English Literature']",Penguin Books,September 27th 2005
The Summer Garden,Paullina Simons,4.11,9780007162499,"['Historical Fiction', 'Romance', 'Historical Romance', 'Historical', 'Fiction', 'War', 'Russia', 'Adult', 'Drama', 'World War II']",HarperCollins,November 22nd 2007
"Out of Sight, Out of Time",Ally Carter (Goodreads Author),4.33,9781423147947,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Espionage', 'Fiction', 'Adventure', 'Chick Lit', 'Teen', 'Action']",Hyperion Book CH,March 13th 2012
"The Good, the Bad, and the Undead",Kim Harrison (Goodreads Author),4.25,9780060572976,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction', 'Demons', 'Supernatural', 'Romance']",HarperTorch,January 25th 2005
Roadside Picnic,"Arkady Strugatsky, Boris Strugatsky, Theodore Sturgeon (Introduction), Antonina W. Bouis (Translator)",4.18,9780575070530,"['Science Fiction', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Dystopia', 'Novels', 'Science Fiction Fantasy', 'Fantasy', 'Post Apocalyptic']",Gollancz,August 24th 2000
The Best of Me,Nicholas Sparks (Goodreads Author),3.94,9780446547659,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction', 'Contemporary Romance', 'Drama', 'Love']",Grand Central Publishing,October 11th 2011
The Husband's Secret,Liane Moriarty (Goodreads Author),3.94,9780399159343,"['Fiction', 'Mystery', 'Chick Lit', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Book Club', 'Thriller', 'Australia']",Berkley,July 30th 2013
Secrets of the Dragon Sanctuary,Brandon Mull (Goodreads Author),4.37,9781606410424,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Dragons', 'Magic', 'Childrens', 'Young Adult Fantasy', 'Juvenile']",Shadow Mountain,March 24th 2009
A Gathering of Shadows,V.E. Schwab,4.26,9780765376473,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adult', 'LGBT', 'Audiobook', 'Romance', 'Adventure', 'High Fantasy']",Tor Books,February 23rd 2016
"Look Homeward, Angel",Thomas Wolfe,3.93,9780743297318,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Southern', 'Literary Fiction', 'Coming Of Age', '20th Century', 'Historical Fiction']",Scribner,October 10th 2006
Washington Square,"Henry James, Michael Cunningham (Goodreads Author) (Afterword), Radu Surdulescu (Translator)",3.69,9780451528711,"['Classics', 'Fiction', '19th Century', 'Literature', 'American', 'Historical Fiction', 'Romance', 'Novels', 'New York', 'Classic Literature']",Signet Classics,April 6th 2004
The Longest Ride,Nicholas Sparks (Goodreads Author),4.15,9781455520657,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction', 'Contemporary Romance', 'Drama', 'Realistic Fiction']",Grand Central Publishing,September 17th 2013
"Love, Stargirl",Jerry Spinelli,3.82,9780375913754,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Romance', 'Contemporary', 'Middle Grade', 'Teen', 'Audiobook', 'Childrens', 'Coming Of Age']",Knopf Books for Young Readers,August 14th 2007
The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,4.34,9780786915880,"['Fantasy', 'Forgotten Realms', 'Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Adventure', 'Dungeons and Dragons', 'Magic', 'Elves']",Wizards of the Coast,February 1st 2000
Dragons of Autumn Twilight,"Margaret Weis (Goodreads Author), Tracy Hickman (Goodreads Author)",3.99,9780786915743,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult', 'Magic']",Wizards of the Coast,February 1st 2000
Wildwood Dancing,Juliet Marillier (Goodreads Author),4.09,9780375833649,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Historical Fiction', 'Magic', 'Vampires', 'Young Adult Fantasy']",Alfred A. Knopf,January 23rd 2007
The Statistical Probability of Love at First Sight,Jennifer E. Smith (Goodreads Author),3.77,9780316122382,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Young Adult Contemporary', 'Teen', 'Young Adult Romance', 'Contemporary Romance']",Poppy/Little Brown,January 2nd 2012
The Mysterious Benedict Society and the Perilous Journey,"Trenton Lee Stewart (Goodreads Author), Diana Sudyka (Illustrator)",4.21,9780316057806,"['Mystery', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Childrens', 'Fantasy', 'Juvenile', 'Science Fiction', 'Realistic Fiction']","Little, Brown and Company",May 1st 2008
Memories of Ice,Steven Erikson (Goodreads Author),4.42,9780765348807,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Epic', 'Dark Fantasy', 'Science Fiction Fantasy', 'War', 'Magic', 'Audiobook']",Tor Fantasy,August 1st 2006
Twenties Girl,Sophie Kinsella (Goodreads Author),3.83,9780385342025,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Paranormal', 'Audiobook', 'Contemporary Romance', 'Adult Fiction']",The Dial Press,July 21st 2009
KÃ¼rk Mantolu Madonna,Sabahattin Ali,4.45,9789753638027,"['Turkish Literature', 'Fiction', 'Classics', 'Turkish', 'Novels', 'Literature', 'Roman', 'Romance', 'Historical Fiction', '20th Century']",YapÄ± Kredi YayÄ±nlarÄ±,01/02/98
Grip of the Shadow Plague,Brandon Mull (Goodreads Author),4.28,9781590388983,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Magic', 'Childrens', 'Young Adult Fantasy', 'Juvenile', 'Science Fiction Fantasy']",Shadow Mountain,April 21st 2008
Life After Life,Kate Atkinson,3.76,9780316176484,"['Fiction', 'Historical Fiction', 'Fantasy', 'Historical', 'Time Travel', 'Audiobook', 'Literary Fiction', 'Adult', 'World War II', 'Adult Fiction']",Reagan Arthur Books,April 2nd 2013
The Black Prism,Brent Weeks (Goodreads Author),4.22,9780316075558,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Epic']",Orbit,August 25th 2010
Blackwood Farm,Anne Rice,3.86,9780099446729,"['Vampires', 'Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Witches', 'Urban Fantasy', 'Gothic', 'Adult']",Arrow books,25/06/05
Bet Me,Jennifer Crusie (Goodreads Author),3.94,9780312987855,"['Romance', 'Chick Lit', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Humor', 'Adult', 'Adult Fiction', 'Audiobook', 'Comedy']",St. Martin's Paperbacks,August 31st 2004
"Whitney, My Love",Judith McNaught,4.16,9781416530718,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Regency', 'Adult', 'Regency Romance', 'Chick Lit', 'British Literature']",Pocket Books,April 25th 2006
Magyk,"Angie Sage, Mark Zug (Goodreads Author) (Illustrator)",3.82,9780060577315,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Young Adult Fantasy', 'Audiobook', 'High Fantasy']","Katherine Tegen, Harper Collins",May 11th 2005
The Secret Keeper,Kate Morton (Goodreads Author),4.13,9781439152805,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Book Club', 'Adult', 'Adult Fiction', 'Audiobook', 'British Literature']",Atria,October 9th 2012
Tithe,Holly Black (Goodreads Author),3.72,9780689867040,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Fairies', 'Romance', 'Fae', 'Young Adult Fantasy', 'Magic']",Simon Pulse,01/04/04
The Immortals of Meluha,Amish Tripathi (Goodreads Author),4.09,9999999999999,"['Fiction', 'Fantasy', 'Mythology', 'Indian Literature', 'India', 'Historical Fiction', 'Amish', 'Novels', 'Adventure', 'Historical']",Westland,April 1st 2010
Lust for Life,Irving Stone,4.23,9780099416425,"['Historical Fiction', 'Fiction', 'Art', 'Classics', 'Historical', 'Biography Memoir', 'Novels', 'Literature', 'Art History', 'American']",Arrow,February 1st 1990
Siege and Storm,Leigh Bardugo (Goodreads Author),3.98,9999999999999,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Adventure', 'Audiobook', 'Paranormal']",Henry Holt and Company,June 4th 2013
As a Man Thinketh,James Allen,4.28,9781585425648,"['Self Help', 'Nonfiction', 'Philosophy', 'Personal Development', 'Psychology', 'Classics', 'Spirituality', 'Business', 'Inspirational', 'Leadership']",TarcherPerigee,December 28th 2006
When You Reach Me,Rebecca Stead,4.07,9780385737425,"['Young Adult', 'Middle Grade', 'Fiction', 'Science Fiction', 'Mystery', 'Fantasy', 'Childrens', 'Time Travel', 'Science Fiction Fantasy', 'Historical Fiction']",Wendy Lamb Books,July 14th 2009
Hate List,Jennifer Brown,4.01,9780316041447,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Teen', 'High School', 'Drama', 'Mental Health', 'Death', 'Young Adult Contemporary']","Little, Brown Books for Young Readers",September 1st 2009
A Tale for the Time Being,Ruth Ozeki (Goodreads Author),4.02,9780670026630,"['Fiction', 'Japan', 'Magical Realism', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Asia', 'Adult Fiction', 'Novels']",Viking,March 12th 2013
Rosemary's Baby,Ira Levin,4,9780451194008,"['Horror', 'Fiction', 'Classics', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal', 'Supernatural', 'Suspense', 'Adult']",Signet,September 1st 1997
V.,"Thomas Pynchon, Carlos MartÃ­n RamÃ­rez (Translator)",3.96,9782020418775,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Contemporary', 'Literary Fiction', '20th Century', 'Modern', 'Unfinished']",Seuil,January 2nd 2001
Fairest,Gail Carson Levine (Goodreads Author),3.88,9780060734084,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Fiction', 'Middle Grade', 'Retellings', 'Childrens', 'Magic', 'Fairy Tale Retellings']",HarperCollins,September 19th 2006
The 13Â½ Lives of Captain Bluebear,"Walter Moers, John Brownjohn (Translator)",4.25,9781585678440,"['Fantasy', 'Fiction', 'Humor', 'Young Adult', 'German Literature', 'Adventure', 'Childrens', 'Science Fiction Fantasy', 'Audiobook', 'Germany']",Harry N. Abrams,August 29th 2006
Darkly Dreaming Dexter,Jeff Lindsay (Goodreads Author),3.89,9999999999999,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Horror', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary']",Vintage Books,September 19th 2006
The Beagle and the Hare,Kevin Moccia (Goodreads Author),4.38,9781532083679,"['Fiction', 'Epic', 'Drama', 'Novels', 'Contemporary']",iUniverse,November 29th 2019
"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4.03,9780739467350,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics', 'Historical', 'World History', 'Geography']",W.W. Norton & Company,27/06/05
Nutshell,Ian McEwan,3.67,9999999999999,"['Fiction', 'Contemporary', 'Mystery', 'Literary Fiction', 'Novels', 'Audiobook', 'Thriller', 'British Literature', 'Crime', 'Adult Fiction']",Nan A. Talese,September 13th 2016
Death in Venice,"Thomas Mann, Michael Cunningham (Goodreads Author) (Introduction), Michael Henry Heim (Translator)",3.73,9780060576172,"['Classics', 'Fiction', 'German Literature', 'Literature', 'Germany', 'LGBT', 'Novels', 'Italy', '20th Century', 'Short Stories']",Ecco,May 31st 2005
A Hero of Our Time,"Mikhail Lermontov, Paul Foote (Translator, Introduction)",4.11,9780140441765,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', 'Historical Fiction', 'School', 'Literary Fiction']",Penguin Classics,August 30th 1966
Captive Prince: Volume Two,C.S. Pacat (Goodreads Author),4.42,9999999999999,"['Fantasy', 'LGBT', 'Romance', 'M M Romance', 'Adult', 'Fiction', 'Queer', 'Historical', 'Gay', 'New Adult']",,04/07/05
Peter and the Starcatchers,"Dave Barry, Ridley Pearson, Greg Call (Illustrations)",4.03,9780786849079,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Pirates', 'Retellings', 'Magic', 'Fairy Tales']",Disney-Hyperion,May 1st 2006
The Battle for Skandia,John Flanagan,4.34,9780399244575,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Action', 'Childrens', 'Teen', 'Young Adult Fantasy', 'Medieval']",Philomel Books,March 18th 2008
Silver Shadows,Richelle Mead (Goodreads Author),4.35,9781595143211,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Magic', 'Supernatural', 'Paranormal Romance', 'Fiction']",Razorbill,July 29th 2014
Reversione: Reset the Future,Chris A. Jones (Goodreads Author),4.19,9781946775344,"['Young Adult', 'Adventure', 'Mystery', 'Fantasy', 'New Adult', 'Science Fiction', 'Fiction', 'Mystery Thriller', 'Adult', 'Novels']",Green Ivy,March 9th 2017
Blood Song,Anthony Ryan (Goodreads Author),4.4,B0070NSPCU,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Adventure', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'War']",Anthony Ryan,January 22nd 2012
Pandora,Anne Rice,3.76,9788466302944,"['Vampires', 'Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Historical Fiction', 'Gothic', 'Historical']",Punto de lectura,01/05/01
The Ersatz Elevator,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",4.04,9780060566210,"['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Middle Grade', 'Mystery', 'Adventure', 'Humor', 'Audiobook', 'Juvenile']",HarperCollins Publishers,February 20th 2001
The Passion,Jeanette Winterson,4.11,9780802135223,"['Fiction', 'Historical Fiction', 'Magical Realism', 'LGBT', 'Queer', 'Historical', 'Fantasy', 'Literature', 'Novels', 'Romance']",Grove Press,August 7th 1997
Trinity,Leon Uris,4.25,9780060827885,"['Historical Fiction', 'Fiction', 'Ireland', 'Historical', 'Irish Literature', 'Classics', 'Novels', 'Literature', 'War', 'Adult Fiction']",Avon,July 25th 2006
In the Woods,Tana French (Goodreads Author),3.77,9999999999999,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Ireland', 'Suspense', 'Adult', 'Audiobook', 'Contemporary']",Penguin Books,May 27th 2008
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.91,9780060595180,"['Philosophy', 'Nonfiction', 'Psychology', 'Classics', 'Essays', 'Spirituality', 'Religion', 'Science', 'Thriller', 'Literature']",Harper Perennial Modern Classics,May 4th 2004
Between the World and Me,Ta-Nehisi Coates,4.39,9780812993547,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Biography', 'Social Justice', 'Essays', 'Politics', 'African American']",Spiegel & Grau,July 14th 2015
An Echo in the Darkness,Francine Rivers (Goodreads Author),4.62,9999999999999,"['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Christian Romance', 'Historical Romance', 'Christian Historical Fiction', 'Faith']",Tyndale House Publishers,16/06/05
Fear,Michael Grant (Goodreads Author),4.24,9780061449154,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal', 'Romance', 'Supernatural', 'Adventure']",Katherine Tegen Books,April 3rd 2012
The End,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",4.01,9780064410168,"['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Middle Grade', 'Mystery', 'Adventure', 'Humor', 'Audiobook', 'Juvenile']",HarperCollins Publishers,October 13th 2006
Ù„Ø§ ØªØ­Ø²Ù†,Ø¹Ø§Ø¦Ø¶ Ø§Ù„Ù‚Ø±Ù†ÙŠ,4.13,9999999999999,"['Islam', 'Religion', 'Nonfiction', 'Self Help', 'Psychology', 'Inspirational', 'Philosophy', 'Spirituality', 'Unfinished', 'Indonesian Literature']",Ù…ÙƒØªØ¨Ø© Ø§Ù„Ø¹Ø¨ÙŠÙƒØ§Ù†,25/06/05
The Blade Artist,Irvine Welsh,3.6,9780224102155,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Dark', 'Suspense', 'Drama', 'Psychological Thriller', 'Adult', 'Cult Classics']",Jonathan Cape,April 7th 2016
The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,4.32,9780848809973,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'School', 'American', 'British Literature', 'Read For School', 'Nobel Prize']",Ameron,29/05/05
John Dies at the End,David Wong (Goodreads Author),3.9,9780978970765,"['Horror', 'Fiction', 'Humor', 'Fantasy', 'Science Fiction', 'Comedy', 'Urban Fantasy', 'Paranormal', 'Supernatural', 'Audiobook']",Permuted Press,August 1st 2007
Sentinel,Jennifer L. Armentrout (Goodreads Author),4.47,9781937053574,"['Fantasy', 'Young Adult', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Greek Mythology', 'Urban Fantasy', 'Supernatural', 'Magic']",Spencer Hill Press,November 2nd 2013
A Mango-Shaped Space,Wendy Mass (Goodreads Author),4.22,9780316058254,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Contemporary', 'Childrens', 'Coming Of Age', 'Teen', 'School', 'Cats']","Little, Brown and Company",October 19th 2005
The Name of This Book Is Secret,"Pseudonymous Bosch (Goodreads Author), Gilbert Ford (Illustrator)",4.06,9780316113663,"['Mystery', 'Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Childrens', 'Humor', 'Magic', 'Juvenile']","Little, Brown Books for Young Readers",October 1st 2007
Stillhouse Lake,Rachel Caine (Goodreads Author),4.11,B01MFGX5GI,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook', 'Adult', 'Contemporary', 'Horror']",Thomas & Mercer,July 1st 2017
Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,9780743270755,"['History', 'Nonfiction', 'Biography', 'Politics', 'American History', 'Civil War', 'Presidents', 'Leadership', 'Historical', 'Audiobook']",Simon & Schuster,September 26th 2006
The Plains of Passage,Jean M. Auel,3.8,9780553381658,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Prehistoric', 'Adventure', 'Adult', 'Adult Fiction', 'Novels']",Bantam,June 25th 2002
The Hidden Oracle,Rick Riordan (Goodreads Author),4.23,9781484732748,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'LGBT', 'Urban Fantasy', 'Audiobook', 'Childrens']",Disney-Hyperion,May 3rd 2016
Written in Red,Anne Bishop,4.26,9780451464965,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Adult', 'Werewolves', 'Shapeshifters', 'Romance', 'Magic', 'Fiction']",Roc,March 5th 2013
Special Topics in Calamity Physics,Marisha Pessl (Goodreads Author),3.7,9780670037773,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Novels', 'Young Adult', 'Coming Of Age', 'Mystery Thriller', 'Adult', 'Adult Fiction']",Penguin Books Ltd,August 3rd 2006
Life Song,Christine M. Knight (Goodreads Author),4.18,9780987434852,[],Highlight Publishing,October 14th 2013
Nov-09,Colleen Hoover (Goodreads Author),4.34,9781501110344,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Chick Lit', 'Adult', 'Drama']",Atria Books,November 10th 2015
Tortilla Flat,John Steinbeck,3.83,9780582461505,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Historical Fiction', '20th Century', 'Literary Fiction', 'The United States Of America', 'Classic Literature']",Longman Schools Division (a Pearson Education Company),01/07/01
Harold and the Purple Crayon,Crockett Johnson,4.25,9780747532033,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Fantasy', 'Art', 'Kids', 'Adventure', 'Young Adult', 'Juvenile']",Bloomsbury,18/06/05
Dorothy Must Die,Danielle Paige (Goodreads Author),3.81,9780062280671,"['Fantasy', 'Young Adult', 'Retellings', 'Fiction', 'Magic', 'Fairy Tales', 'Adventure', 'Young Adult Fantasy', 'Audiobook', 'Teen']",HarperCollins,April 1st 2014
Feet of Clay,Terry Pratchett,4.27,9780552153256,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Mystery', 'Audiobook', 'High Fantasy', 'Comic Fantasy', 'British Literature']",Corgi,October 1st 2005
Postmortem,"Patricia Daniels Cornwell, Patricia Cornwell (Goodreads Author)",4.02,9780743477154,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery', 'Detective', 'Adult', 'Audiobook']",Pocket Books,December 30th 2003
